Time,visa,mastercard,union,bnu,boc,hsbc,jcb
2024-06-07 09:41:10.168873+00:00,111.17898008,111.28167,111.09876700000001,112.09,111.88,111.742395,111.65713217558624
2024-06-07 11:33:52.988481+00:00,111.17898008,111.28167,111.135808,112.09,111.93,111.80428500000002,111.70182770242782
2024-06-07 15:32:07.358406+00:00,111.17898008,111.28167,111.135808,112.09,111.96,111.88680500000001,111.70182770242782
2024-06-07 19:31:53.053067+00:00,111.17898008,111.28167,111.135808,112.09,111.96,111.85586,111.70182770242782
2024-06-08 09:38:54.317412+00:00,111.20888613999999,111.16478000000001,111.135808,112.09,111.95,111.73208000000001,111.70182770242782
2024-06-08 11:31:48.480025+00:00,111.20888613999999,111.16478000000001,111.135808,112.09,111.95,111.73208000000001,111.70182770242782
2024-06-08 15:32:21.058539+00:00,111.20888613999999,111.16478000000001,111.135808,112.09,111.95,111.73208000000001,111.70182770242782
2024-06-08 19:31:53.155029+00:00,111.20888613999999,111.16478000000001,111.135808,112.09,111.95,111.73208000000001,111.70182770242782
2024-06-09 09:46:09.814153+00:00,111.20888613999999,111.16478000000001,111.135808,112.09,111.95,111.73208000000001,111.70182770242782
2024-06-09 11:32:41.841138+00:00,111.20888613999999,111.16478000000001,111.135808,112.09,111.95,111.73208000000001,111.70182770242782
2024-06-09 15:31:50.891557+00:00,111.20888613999999,111.16478000000001,111.135808,112.09,111.95,111.73208000000001,111.70182770242782
2024-06-09 19:32:10.022885+00:00,111.20888613999999,111.16478000000001,111.135808,112.09,111.95,111.73208000000001,111.70182770242782
2024-06-10 09:42:17.378706+00:00,111.20888613999999,111.16478000000001,111.135808,112.09,111.79,111.69082000000002,111.70182770242782
2024-06-10 11:33:42.552725+00:00,111.20888613999999,111.16478000000001,111.111111,112.09,111.74,111.62893,111.67254000253078
2024-06-10 15:32:08.054640+00:00,111.20888613999999,111.16478000000001,111.111111,112.09,111.78,111.68050500000003,111.67254000253078
2024-06-10 19:31:53.341603+00:00,111.20888613999999,111.16478000000001,111.111111,112.09,111.81,111.72176499999999,111.67254000253078
2024-06-11 09:40:39.909633+00:00,111.20888613999999,111.18317,111.111111,111.97,111.74,111.62893,111.67254000253078
2024-06-11 11:33:16.834303+00:00,111.20888613999999,111.18317,111.074086,111.97,111.75,111.63924500000002,111.74187598912117
2024-06-11 15:31:55.989713+00:00,111.20888613999999,111.18317,111.074086,111.97,111.69,111.58767000000003,111.74187598912117
2024-06-11 19:31:54.111906+00:00,111.20888613999999,111.18317,111.074086,111.97,111.7,111.56703999999999,111.74187598912117
2024-06-12 09:40:40.859826+00:00,111.07231578000001,111.09579000000001,111.074086,111.87,111.7,111.58767000000003,111.74187598912117
